Student_ID,Age,Gender,Grade_Level,Field_of_Study,Usage_of_VR_in_Education,Hours_of_VR_Usage_Per_Week,Engagement_Level,Improvement_in_Learning_Outcomes,Subject,Instructor_VR_Proficiency,Perceived_Effectiveness_of_VR,Access_to_VR_Equipment,Impact_on_Creativity,Stress_Level_with_VR_Usage,Collaboration_with_Peers_via_VR,Feedback_from_Educators_on_VR,Interest_in_Continuing_VR_Based_Learning,Region,School_Support_for_VR_in_Curriculum
STUD0231,0.6990501987219684,1,0,5,0,-0.008087878112672791,0,0,1,1,2,1,2,0,1,0,0,1,0
STUD0232,1.0652559710107046,3,2,5,1,-0.9633490725228332,0,1,2,0,0,0,0,0,0,2,1,4,1
STUD0233,0.8821530848663365,1,1,5,1,-0.008087878112672791,1,1,2,2,0,0,2,0,1,2,0,0,0
STUD0234,-1.3150815488660812,0,0,0,1,0.6287529181607675,4,0,4,2,1,1,3,1,0,2,0,3,1
STUD0235,-0.9488757765773448,2,2,1,1,-1.6001898687962735,2,0,5,1,0,0,4,0,0,1,0,2,0
STUD0236,-1.131978662721713,2,2,0,0,-0.008087878112672791,3,1,2,1,2,1,1,0,0,0,0,5,1
STUD0237,-0.2164642319998723,0,2,4,1,0.3103325200240474,1,1,1,0,3,0,4,0,0,1,0,0,0
STUD0238,-1.3150815488660812,3,2,4,0,-0.9633490725228332,3,1,6,0,4,0,2,1,0,1,0,5,1
STUD0239,0.6990501987219684,0,2,6,1,0.6287529181607675,0,1,0,2,0,0,1,1,1,2,1,4,1
STUD0240,-1.131978662721713,0,2,4,1,-0.9633490725228332,0,0,6,0,3,1,4,0,0,2,0,4,0
STUD0241,1.0652559710107046,0,0,6,0,-1.6001898687962735,0,1,4,0,2,0,4,2,1,0,0,2,1
STUD0242,0.14974154028886394,0,1,6,0,-0.6449286743861131,2,0,2,2,2,0,4,1,1,0,0,2,1
STUD0243,-1.3150815488660812,2,0,2,1,-1.6001898687962735,3,0,6,2,3,1,1,2,1,1,0,4,1
STUD0244,0.14974154028886394,0,0,1,0,1.2655937144342078,4,1,2,2,3,0,4,2,1,1,0,5,1
STUD0245,-0.9488757765773448,0,2,5,1,0.3103325200240474,1,0,3,0,3,1,2,1,1,1,0,0,0
STUD0246,0.5159473125776002,2,1,2,0,0.3103325200240474,1,0,0,2,3,1,3,2,1,2,1,0,1
STUD0247,-0.03336134585550418,3,1,0,0,0.3103325200240474,3,0,6,1,4,0,2,2,0,0,0,2,0
STUD0248,-0.7657728904329767,3,2,2,0,0.3103325200240474,3,0,2,1,3,0,1,0,0,1,1,3,1
STUD0249,-0.5826700042886086,1,0,3,0,-0.32650827624939294,2,1,3,1,3,0,1,2,1,2,1,1,1
STUD0250,-0.03336134585550418,3,1,5,0,0.3103325200240474,0,1,6,0,4,1,4,2,0,1,1,5,1
STUD0251,-1.6812873211548174,0,1,1,1,0.6287529181607675,2,0,6,1,4,1,2,0,0,1,0,3,1
STUD0252,0.14974154028886394,3,0,5,0,0.6287529181607675,4,1,4,2,2,1,4,2,1,0,1,1,1
STUD0253,0.14974154028886394,2,1,5,0,-0.6449286743861131,0,1,2,2,0,0,0,0,0,0,0,1,0
STUD0254,-0.5826700042886086,2,2,4,1,1.2655937144342078,3,0,1,2,0,1,3,2,1,1,1,0,1
STUD0255,1.0652559710107046,3,0,5,0,1.2655937144342078,0,1,2,0,1,1,1,1,0,2,1,3,0
STUD0256,0.8821530848663365,3,2,2,1,1.2655937144342078,1,0,2,1,1,0,0,0,1,2,0,2,0
STUD0257,-0.03336134585550418,2,1,4,0,-0.32650827624939294,3,0,0,1,2,1,0,0,1,0,1,0,0
STUD0258,0.14974154028886394,1,2,5,0,-0.9633490725228332,1,0,4,2,1,1,0,0,0,0,1,0,0
STUD0259,0.6990501987219684,0,0,5,0,-0.9633490725228332,0,1,6,1,0,1,1,1,1,2,1,0,0
STUD0260,-0.9488757765773448,0,1,5,0,0.3103325200240474,4,0,0,2,0,1,4,0,0,2,0,5,0
STUD0261,1.4314617432994408,3,0,4,0,0.9471733162974876,0,1,0,0,0,1,0,1,0,2,0,1,1
STUD0262,-1.131978662721713,0,2,0,1,1.2655937144342078,1,0,2,2,3,1,4,1,1,2,1,3,0
STUD0263,-1.4981844350104492,1,1,1,0,-0.9633490725228332,2,0,4,0,3,0,1,2,1,1,0,2,0
STUD0264,-0.03336134585550418,0,1,6,1,-0.32650827624939294,4,0,3,2,4,0,0,0,1,2,0,1,1
STUD0265,-0.9488757765773448,1,2,5,0,-1.2817694706595533,0,0,0,0,4,1,3,2,1,1,1,3,1
STUD0266,1.4314617432994408,2,2,4,1,-0.32650827624939294,0,1,3,2,1,1,1,0,1,0,0,0,0
STUD0267,0.6990501987219684,2,2,3,1,0.3103325200240474,2,1,0,1,1,0,2,1,1,1,1,4,0
STUD0268,-0.9488757765773448,3,0,2,0,1.584014112570928,2,0,5,0,2,0,0,1,1,1,1,4,1
STUD0269,-0.7657728904329767,2,0,2,1,1.2655937144342078,1,1,1,1,1,1,2,2,1,2,0,5,1
STUD0270,0.8821530848663365,3,2,6,0,-0.9633490725228332,1,0,3,1,3,1,1,0,1,2,0,2,0
STUD0271,-1.131978662721713,1,2,2,1,-0.9633490725228332,4,0,0,1,4,1,4,0,1,0,0,4,1
STUD0272,-0.5826700042886086,0,2,6,0,-0.32650827624939294,0,1,4,2,4,1,4,2,0,2,1,2,0
STUD0273,-1.3150815488660812,1,0,4,0,-1.6001898687962735,2,1,2,2,2,0,3,2,0,1,0,5,0
STUD0274,1.614564629443809,2,0,3,1,-1.6001898687962735,4,1,3,0,1,0,0,1,1,1,1,0,1
STUD0275,1.0652559710107046,0,0,1,1,0.6287529181607675,4,1,0,2,3,0,1,2,1,2,1,1,1
STUD0276,-1.3150815488660812,1,0,0,0,-1.2817694706595533,0,0,1,0,4,0,1,2,1,2,0,1,0
STUD0277,-1.131978662721713,0,0,2,0,0.3103325200240474,4,1,6,2,3,0,4,0,1,2,0,5,0
STUD0278,1.614564629443809,3,1,5,0,-1.6001898687962735,2,1,4,1,0,0,3,1,0,1,0,1,0
STUD0279,0.8821530848663365,0,0,4,0,0.9471733162974876,4,0,2,0,3,0,3,1,0,1,1,3,0
STUD0280,-1.4981844350104492,1,1,5,0,-0.6449286743861131,0,0,1,2,4,0,2,1,1,1,0,4,1
STUD0281,1.4314617432994408,2,0,2,0,-0.008087878112672791,1,0,1,0,2,0,0,2,1,1,1,2,0
STUD0282,-1.3150815488660812,0,0,5,0,0.3103325200240474,4,1,6,1,4,1,4,1,1,1,1,5,0
STUD0283,-0.2164642319998723,2,2,6,0,0.3103325200240474,4,1,0,0,1,0,3,0,0,1,1,0,0
STUD0284,-1.131978662721713,0,2,2,1,-1.2817694706595533,1,0,1,2,1,1,0,2,0,1,1,2,1
STUD0285,1.2483588571550728,2,1,5,0,-1.6001898687962735,1,1,2,2,3,1,0,1,0,0,0,3,0
STUD0286,-1.4981844350104492,3,2,3,1,-0.32650827624939294,0,1,5,0,1,1,4,1,0,2,0,0,1
STUD0287,-1.6812873211548174,1,0,1,1,-1.6001898687962735,1,1,3,2,3,1,1,0,0,0,0,0,1
STUD0288,0.3328444264332321,3,1,1,0,-0.32650827624939294,4,0,1,1,3,0,2,0,0,1,0,4,1
STUD0289,0.8821530848663365,0,2,0,1,1.584014112570928,4,0,5,0,3,1,0,2,0,2,1,0,1
STUD0290,0.8821530848663365,3,0,4,1,-0.008087878112672791,3,0,6,0,3,0,1,2,1,2,1,1,0
STUD0291,-1.3150815488660812,3,0,2,0,-0.008087878112672791,0,0,1,2,4,0,4,2,1,1,1,3,1
STUD0292,-1.131978662721713,3,0,4,1,-1.6001898687962735,3,0,0,0,1,0,3,2,1,1,1,1,0
STUD0293,0.8821530848663365,3,2,3,0,-1.2817694706595533,4,0,1,2,1,1,1,2,1,0,1,3,1
STUD0294,-0.2164642319998723,0,1,1,1,-0.32650827624939294,0,0,1,0,1,1,0,2,1,0,1,3,1
STUD0295,1.4314617432994408,2,2,2,0,0.9471733162974876,4,1,1,2,3,1,4,1,1,2,0,0,0
STUD0296,-1.3150815488660812,3,2,2,1,0.9471733162974876,2,0,4,1,2,0,1,0,0,1,0,5,0
STUD0297,-1.6812873211548174,3,2,1,1,0.3103325200240474,2,1,5,0,2,0,4,2,0,2,0,1,0
STUD0298,0.8821530848663365,2,1,5,0,0.6287529181607675,3,1,1,1,2,0,2,1,1,0,1,0,0
STUD0299,-0.39956711814424045,2,2,6,1,-0.008087878112672791,2,1,0,0,2,1,2,2,0,1,1,5,0
STUD0300,-1.6812873211548174,3,0,1,1,-0.008087878112672791,2,0,5,0,2,1,2,2,0,2,1,2,1
STUD0301,-0.39956711814424045,1,2,2,0,0.9471733162974876,2,0,2,2,3,1,1,1,0,0,0,3,0
STUD0302,1.0652559710107046,3,2,0,0,0.9471733162974876,3,1,1,0,0,0,4,0,0,0,1,1,1
STUD0303,1.0652559710107046,2,2,1,0,1.2655937144342078,2,1,1,2,4,0,4,0,1,0,1,2,0
STUD0304,-1.3150815488660812,0,2,5,1,-0.9633490725228332,0,1,4,0,2,0,0,0,0,1,1,5,0
STUD0305,0.6990501987219684,1,0,2,1,-0.008087878112672791,2,1,2,0,0,0,1,1,1,2,1,4,0
STUD0306,1.614564629443809,0,0,2,0,-0.6449286743861131,3,1,3,1,1,0,0,0,0,0,0,5,1
STUD0307,0.3328444264332321,1,0,3,0,0.6287529181607675,0,0,4,1,4,0,3,1,0,1,0,1,0
STUD0308,-0.9488757765773448,0,2,0,0,-1.2817694706595533,4,1,0,0,2,1,1,0,1,2,1,1,1
STUD0309,0.14974154028886394,3,0,1,0,0.6287529181607675,2,0,2,0,3,0,2,2,0,2,0,4,0
STUD0310,0.5159473125776002,0,1,5,0,-1.2817694706595533,3,1,5,1,2,0,3,1,0,0,0,5,0
STUD0311,0.5159473125776002,3,0,3,0,0.9471733162974876,1,1,1,1,3,1,4,2,1,0,0,0,1
STUD0312,-0.2164642319998723,2,2,1,1,-1.2817694706595533,3,1,4,2,0,0,1,0,1,0,1,0,1
STUD0313,-1.131978662721713,3,1,2,1,-0.6449286743861131,2,1,6,1,4,1,4,1,0,0,1,0,0
STUD0314,-0.7657728904329767,3,1,0,0,-0.6449286743861131,0,1,6,0,4,0,4,1,0,1,0,4,0
STUD0315,-0.7657728904329767,1,2,2,0,1.2655937144342078,1,0,5,1,4,1,0,2,0,0,0,5,0
STUD0316,-0.2164642319998723,0,0,2,1,-0.008087878112672791,3,1,5,1,0,0,3,0,1,0,0,0,0
STUD0317,0.3328444264332321,1,0,2,1,1.2655937144342078,2,1,2,2,4,0,0,1,1,2,0,2,1
STUD0318,0.14974154028886394,0,2,6,1,1.2655937144342078,4,1,5,0,3,1,0,1,0,0,0,5,1
STUD0319,0.6990501987219684,2,1,2,0,-0.32650827624939294,1,0,0,0,0,1,2,2,1,1,0,1,0
STUD0320,0.6990501987219684,3,2,6,0,-0.008087878112672791,3,0,3,0,4,1,4,2,0,2,1,0,0
STUD0321,-1.6812873211548174,3,0,4,0,-0.6449286743861131,3,0,3,1,1,1,3,0,1,0,1,5,1
STUD0322,-0.7657728904329767,2,1,4,0,0.9471733162974876,2,0,2,0,4,0,4,0,1,1,0,3,1
STUD0323,-1.4981844350104492,2,0,6,0,-0.9633490725228332,4,1,3,2,3,0,0,0,0,2,1,2,0
STUD0324,1.0652559710107046,0,0,3,1,0.6287529181607675,3,0,6,1,0,0,3,1,0,1,0,3,0
STUD0325,1.4314617432994408,2,2,5,1,0.3103325200240474,1,1,6,1,2,0,1,2,1,0,1,4,1
STUD0326,-0.2164642319998723,3,1,5,1,0.3103325200240474,3,1,0,0,3,1,1,0,1,1,0,3,1
STUD0327,1.2483588571550728,3,2,6,0,-1.6001898687962735,4,1,4,1,4,1,1,0,1,2,1,5,1
STUD0328,0.5159473125776002,3,0,3,0,-0.008087878112672791,1,0,2,1,1,1,0,1,0,1,0,1,1
STUD0329,-1.3150815488660812,1,1,2,1,-0.6449286743861131,3,0,4,2,3,0,3,2,0,2,1,3,1
STUD0330,0.14974154028886394,1,0,1,0,1.2655937144342078,0,0,5,1,2,0,2,1,0,2,0,0,0
STUD0331,0.6990501987219684,0,1,0,1,-0.32650827624939294,4,0,5,1,0,0,0,1,1,0,1,2,0
STUD0332,-0.39956711814424045,2,2,3,0,1.584014112570928,0,1,6,0,0,0,1,1,0,0,0,2,0
STUD0333,-0.39956711814424045,1,2,1,0,1.584014112570928,1,0,4,2,4,1,4,0,1,0,1,5,1
STUD0334,-0.2164642319998723,3,0,2,0,1.584014112570928,1,1,5,1,1,1,4,2,0,2,0,0,0
STUD0335,1.4314617432994408,1,2,0,0,0.9471733162974876,2,0,5,1,3,0,2,1,1,1,0,5,1
STUD0336,-1.3150815488660812,1,2,3,1,-1.6001898687962735,1,1,3,2,1,1,3,0,1,0,0,3,0
STUD0337,-0.2164642319998723,0,0,3,1,-1.6001898687962735,1,0,0,1,1,1,0,0,1,1,0,4,0
STUD0338,0.3328444264332321,2,2,1,0,-0.9633490725228332,4,0,5,1,1,1,2,0,0,2,0,5,0
STUD0339,-0.03336134585550418,3,0,2,1,0.6287529181607675,0,0,0,0,3,1,0,0,1,1,0,2,0
STUD0340,-1.3150815488660812,1,2,6,1,-1.6001898687962735,0,0,4,1,0,1,0,1,0,0,0,0,1
STUD0341,-1.4981844350104492,2,0,5,0,-1.2817694706595533,2,1,5,1,0,0,3,0,1,0,0,5,1
STUD0342,0.6990501987219684,1,0,3,1,0.3103325200240474,1,1,6,0,4,0,0,2,0,2,0,5,0
STUD0343,0.6990501987219684,1,1,1,1,0.6287529181607675,1,0,6,1,3,1,0,1,0,2,1,0,0
STUD0344,0.3328444264332321,2,2,2,0,0.6287529181607675,0,0,6,1,1,0,0,2,0,0,1,2,1
STUD0345,-1.4981844350104492,2,2,1,1,-1.2817694706595533,0,1,0,0,4,0,1,2,0,0,0,4,0
STUD0346,-0.5826700042886086,1,0,0,0,0.6287529181607675,1,0,4,2,4,1,4,1,1,2,1,1,1
STUD0347,1.4314617432994408,2,0,6,0,0.9471733162974876,2,0,1,2,3,0,3,0,1,1,1,2,1
STUD0348,0.8821530848663365,3,2,5,0,-0.6449286743861131,4,1,0,2,0,0,3,2,0,0,0,3,0
STUD0349,-0.2164642319998723,2,2,4,0,0.6287529181607675,2,0,3,0,0,0,0,0,0,2,0,3,0
STUD0350,-0.5826700042886086,2,0,3,1,-0.9633490725228332,1,0,0,0,3,0,4,0,1,2,0,0,0
STUD0351,0.5159473125776002,0,2,4,1,0.9471733162974876,1,1,6,0,4,0,1,1,0,2,1,4,0
STUD0352,-1.3150815488660812,3,0,6,0,-0.9633490725228332,3,0,4,0,0,1,3,1,0,0,0,1,0
STUD0353,-0.2164642319998723,3,1,6,1,1.584014112570928,1,1,4,0,2,0,4,0,0,2,1,1,1
STUD0354,0.6990501987219684,3,0,5,1,1.2655937144342078,0,0,4,1,0,1,1,1,0,0,1,0,0
STUD0355,0.8821530848663365,0,0,1,0,-0.008087878112672791,2,1,2,0,2,0,4,0,0,1,1,0,0
STUD0356,-0.9488757765773448,0,1,5,0,-1.6001898687962735,2,1,5,1,1,1,3,1,0,0,0,1,0
STUD0357,-1.4981844350104492,3,0,3,1,0.9471733162974876,3,1,1,1,1,0,1,0,0,0,0,1,0
STUD0358,0.5159473125776002,1,1,1,1,0.6287529181607675,0,1,5,1,2,0,1,0,0,1,0,2,1
STUD0359,-0.9488757765773448,3,0,3,1,-0.008087878112672791,0,1,2,0,3,1,3,0,1,2,1,5,0
STUD0360,0.5159473125776002,1,2,3,1,-0.008087878112672791,4,0,3,0,4,1,4,0,1,2,1,3,1
STUD0361,1.0652559710107046,0,2,0,1,1.584014112570928,2,1,1,0,1,1,4,0,1,2,1,3,0
STUD0362,0.6990501987219684,3,1,5,1,1.2655937144342078,4,1,3,0,4,0,0,1,1,2,0,1,1
STUD0363,-0.7657728904329767,0,0,6,1,-0.9633490725228332,1,0,6,1,1,0,1,1,0,1,1,5,1
STUD0364,-0.7657728904329767,1,0,6,1,-1.6001898687962735,4,1,3,2,3,0,4,2,0,1,0,5,0
STUD0365,-0.2164642319998723,3,0,0,1,-0.6449286743861131,1,1,4,0,1,1,3,1,1,2,1,3,0
STUD0366,-0.7657728904329767,0,1,1,1,-0.6449286743861131,1,0,5,1,4,1,3,1,0,2,1,3,0
STUD0367,0.6990501987219684,1,2,2,0,0.6287529181607675,2,0,4,0,2,1,4,1,1,1,1,4,0
STUD0368,-0.9488757765773448,3,1,3,0,-0.008087878112672791,3,0,3,0,1,0,4,1,0,1,1,3,0
STUD0369,1.4314617432994408,2,1,1,0,0.3103325200240474,2,1,2,0,4,0,0,0,0,1,1,3,0
STUD0370,-0.2164642319998723,1,0,6,0,0.6287529181607675,3,1,2,1,4,1,0,0,1,2,1,0,0
STUD0371,-0.03336134585550418,2,1,3,1,1.584014112570928,1,0,0,1,4,0,0,0,0,1,0,0,0
STUD0372,0.3328444264332321,1,1,4,1,-1.6001898687962735,2,1,4,1,3,0,4,1,1,2,0,0,0
STUD0373,-0.2164642319998723,0,0,3,1,1.584014112570928,2,0,4,0,2,0,0,0,1,1,0,3,0
STUD0374,0.14974154028886394,2,0,2,1,-0.9633490725228332,0,0,1,0,4,1,3,1,1,1,0,2,1
STUD0375,1.614564629443809,0,1,6,0,1.2655937144342078,4,1,1,2,4,1,4,0,1,0,0,5,1
STUD0376,1.614564629443809,3,0,2,1,-0.008087878112672791,4,1,6,0,4,1,0,2,0,0,1,4,0
STUD0377,1.614564629443809,2,0,2,0,-0.008087878112672791,2,1,6,0,3,0,0,0,1,0,1,1,1
STUD0378,0.8821530848663365,2,0,4,1,1.2655937144342078,0,0,2,2,0,1,4,2,1,0,0,1,1
STUD0379,-1.131978662721713,3,1,2,0,-0.008087878112672791,2,0,5,0,0,0,4,0,1,0,0,2,0
STUD0380,-0.9488757765773448,1,2,1,1,1.2655937144342078,1,1,6,2,1,1,2,0,0,2,1,0,1
STUD0381,-0.03336134585550418,1,0,1,1,1.584014112570928,3,0,5,2,2,1,4,2,0,1,0,5,1
STUD0382,1.0652559710107046,0,1,5,1,-1.2817694706595533,0,1,3,1,4,1,3,0,0,1,0,0,1
STUD0383,1.2483588571550728,3,1,4,1,-1.6001898687962735,2,0,5,0,1,1,0,0,1,2,0,4,0
STUD0384,-1.131978662721713,0,1,6,1,-0.9633490725228332,3,0,0,2,3,1,4,0,1,1,1,3,1
STUD0385,-0.03336134585550418,3,0,6,1,-0.008087878112672791,0,0,6,0,3,1,4,2,0,0,1,2,0
STUD0386,0.14974154028886394,3,2,6,0,1.2655937144342078,4,1,6,0,2,1,2,0,1,2,1,4,0
STUD0387,1.614564629443809,0,0,1,0,-0.008087878112672791,2,0,4,2,1,0,4,1,1,2,0,3,0
STUD0388,-0.03336134585550418,2,2,6,1,1.584014112570928,1,1,1,1,3,1,2,1,0,2,0,4,0
STUD0389,1.0652559710107046,1,0,2,0,-0.6449286743861131,1,1,2,2,3,1,1,2,1,1,0,2,1
STUD0390,-1.6812873211548174,1,2,4,1,-0.9633490725228332,2,0,0,0,4,0,2,1,0,2,1,4,0
STUD0391,0.6990501987219684,3,2,1,0,-0.008087878112672791,2,1,2,0,2,1,1,1,0,1,0,4,0
STUD0392,-0.5826700042886086,3,1,1,0,1.2655937144342078,1,0,2,1,0,0,3,1,0,2,1,1,0
STUD0393,1.2483588571550728,1,1,6,0,1.584014112570928,1,0,0,1,3,1,0,0,1,2,1,0,1
STUD0394,-1.4981844350104492,0,2,3,0,1.584014112570928,4,1,4,1,0,1,3,2,0,0,1,5,0
STUD0395,-0.2164642319998723,1,1,0,0,1.584014112570928,2,1,3,2,0,1,1,1,1,0,0,4,1
STUD0396,-0.5826700042886086,2,0,6,0,1.2655937144342078,3,1,6,0,0,0,2,1,1,2,1,0,0
STUD0397,-1.3150815488660812,2,0,6,1,-0.9633490725228332,2,1,3,2,1,0,4,2,1,1,1,1,1
STUD0398,-0.2164642319998723,1,2,3,0,-0.008087878112672791,2,0,2,2,1,0,3,0,0,0,0,2,0
STUD0399,-0.03336134585550418,0,1,3,0,0.3103325200240474,4,0,5,0,3,1,2,1,1,0,0,4,1
STUD0400,0.6990501987219684,0,1,1,1,0.3103325200240474,2,0,3,0,2,1,2,0,0,1,1,1,1
STUD0401,1.2483588571550728,0,2,6,0,-0.32650827624939294,4,0,4,0,1,1,4,2,1,0,0,2,0
STUD0402,-0.2164642319998723,2,2,2,0,1.2655937144342078,3,1,6,2,2,0,0,2,1,2,0,0,0
STUD0403,0.3328444264332321,1,2,4,1,0.6287529181607675,3,1,5,0,2,1,4,1,1,0,0,2,0
STUD0404,0.5159473125776002,1,1,0,0,-0.008087878112672791,4,0,0,0,4,1,3,2,1,2,0,0,1
STUD0405,0.3328444264332321,2,0,3,1,0.9471733162974876,3,0,3,1,1,0,4,2,1,0,1,5,0
STUD0406,1.4314617432994408,0,2,5,1,1.584014112570928,4,1,0,1,0,1,0,0,1,1,1,3,1
STUD0407,0.14974154028886394,2,0,0,1,-0.9633490725228332,0,1,0,2,0,0,2,2,1,0,1,2,1
STUD0408,0.14974154028886394,3,2,2,1,-1.2817694706595533,2,0,5,0,0,0,1,2,0,2,1,3,1
STUD0409,-1.4981844350104492,1,2,6,0,-0.32650827624939294,0,0,3,0,4,0,1,1,0,2,1,0,0
STUD0410,-0.03336134585550418,2,2,3,0,-0.32650827624939294,3,0,6,1,4,1,4,2,0,0,0,3,1
STUD0411,-0.39956711814424045,1,1,1,1,1.2655937144342078,1,0,6,1,1,1,0,2,0,2,0,1,0
STUD0412,-0.5826700042886086,2,1,4,0,-0.008087878112672791,0,1,2,1,2,1,3,2,0,1,1,0,0
STUD0413,1.0652559710107046,1,0,3,1,-0.008087878112672791,2,1,3,2,0,1,4,0,1,1,1,5,1
STUD0414,0.6990501987219684,0,2,2,1,-0.9633490725228332,3,0,0,1,3,1,3,2,1,1,0,2,0
STUD0415,-0.9488757765773448,0,1,2,0,-0.008087878112672791,2,1,2,1,1,0,2,1,1,0,0,1,0
STUD0416,1.4314617432994408,1,0,6,1,0.9471733162974876,0,1,3,0,0,0,4,2,1,0,0,4,1
STUD0417,0.5159473125776002,3,0,3,0,0.6287529181607675,4,1,2,0,3,1,3,1,0,1,1,3,1
STUD0418,1.614564629443809,3,1,2,1,-0.6449286743861131,2,0,0,1,0,0,1,0,0,0,0,2,0
STUD0419,1.4314617432994408,3,1,1,1,1.584014112570928,3,1,0,2,3,1,3,0,1,2,0,1,1
STUD0420,-1.6812873211548174,2,2,4,1,-0.9633490725228332,4,1,2,1,0,0,1,0,0,0,1,4,0
STUD0421,-1.3150815488660812,0,1,5,1,-1.2817694706595533,4,1,6,2,0,0,2,0,1,1,1,0,0
STUD0422,1.0652559710107046,0,1,4,0,-1.2817694706595533,2,1,5,1,0,1,3,1,1,1,0,3,1
STUD0423,-1.4981844350104492,2,1,6,1,0.9471733162974876,2,0,4,2,1,0,3,1,1,0,1,4,1
STUD0424,-1.4981844350104492,2,0,6,1,-0.32650827624939294,2,0,3,1,1,0,0,0,1,2,1,4,0
STUD0425,1.2483588571550728,3,1,4,0,1.584014112570928,1,1,4,0,2,0,1,0,0,1,1,1,0
STUD0426,-1.131978662721713,1,2,4,1,1.2655937144342078,1,0,4,1,3,0,1,1,0,1,0,4,0
STUD0427,-0.5826700042886086,3,2,6,0,0.9471733162974876,0,1,4,0,4,0,1,0,1,2,0,2,1
STUD0428,1.2483588571550728,0,2,3,1,0.6287529181607675,2,0,5,2,2,1,4,2,0,2,1,0,1
STUD0429,0.6990501987219684,3,0,3,0,-1.6001898687962735,3,0,1,1,4,1,1,2,1,1,0,4,0
STUD0430,0.14974154028886394,2,0,4,0,1.2655937144342078,0,1,0,2,2,0,1,2,0,0,1,3,0
STUD0431,-1.3150815488660812,2,1,0,0,-1.6001898687962735,2,1,5,0,1,0,3,2,1,0,1,3,0
STUD0432,-1.6812873211548174,1,1,4,0,-0.6449286743861131,3,1,4,0,4,1,3,1,0,1,0,0,0
STUD0433,-0.39956711814424045,2,1,2,1,0.3103325200240474,4,1,0,0,4,0,4,0,0,1,0,5,0
STUD0434,1.4314617432994408,2,0,3,0,-1.6001898687962735,0,1,5,1,4,0,3,0,0,1,1,5,0
STUD0435,0.14974154028886394,1,1,5,1,0.3103325200240474,2,1,6,1,0,1,2,2,1,2,1,5,0
STUD0436,1.0652559710107046,0,2,2,1,-0.9633490725228332,1,0,3,1,3,0,1,2,0,0,1,5,0
STUD0437,0.3328444264332321,2,2,5,1,0.9471733162974876,3,1,4,2,2,1,2,1,0,1,1,2,0
STUD0438,-1.6812873211548174,2,1,6,0,1.2655937144342078,0,0,5,0,0,1,3,1,0,0,1,5,1
STUD0439,-0.7657728904329767,3,2,0,1,-0.9633490725228332,0,1,3,1,1,0,2,2,1,2,0,2,1
STUD0440,1.2483588571550728,3,0,1,0,-0.9633490725228332,2,0,6,2,2,0,3,2,0,0,1,4,1
STUD0441,1.0652559710107046,2,2,6,0,0.6287529181607675,4,1,2,2,4,1,2,1,0,0,1,3,1
STUD0442,0.5159473125776002,0,2,6,1,0.9471733162974876,0,0,5,0,0,1,1,2,1,2,1,0,1
STUD0443,1.4314617432994408,1,1,0,1,-0.008087878112672791,3,0,6,1,4,0,3,1,0,2,1,1,0
STUD0444,-1.6812873211548174,0,2,5,0,0.9471733162974876,4,1,6,1,1,1,3,0,1,0,0,0,1
STUD0445,1.2483588571550728,3,2,6,0,0.6287529181607675,4,1,2,1,0,1,1,0,1,0,0,3,1
STUD0446,0.14974154028886394,3,2,0,1,1.584014112570928,3,1,2,2,4,1,0,0,0,0,1,4,0
STUD0447,-0.39956711814424045,2,1,0,0,-0.008087878112672791,3,1,3,0,4,1,1,1,1,1,0,2,1
STUD0448,-0.03336134585550418,3,0,2,0,-0.9633490725228332,4,1,4,0,1,1,2,0,1,2,0,2,0
STUD0449,0.14974154028886394,1,2,0,1,0.9471733162974876,2,1,2,1,1,0,1,2,0,0,0,4,1
STUD0450,0.6990501987219684,2,1,0,1,-1.2817694706595533,3,1,6,2,2,1,1,2,1,1,1,2,0
STUD0451,0.8821530848663365,0,0,3,0,-0.008087878112672791,0,0,1,2,3,1,4,2,1,0,0,3,1
STUD0452,-0.39956711814424045,1,1,6,0,-0.008087878112672791,0,1,2,1,0,0,3,2,1,2,0,5,0
STUD0453,-0.03336134585550418,1,2,1,0,0.6287529181607675,4,1,0,2,0,0,4,2,0,2,1,5,0
STUD0454,1.2483588571550728,1,2,0,1,0.3103325200240474,4,1,0,1,1,0,4,0,1,1,0,3,1
STUD0455,-0.2164642319998723,2,2,1,0,0.3103325200240474,3,0,1,0,0,1,0,1,1,0,0,0,1
STUD0456,0.8821530848663365,2,2,4,0,-0.32650827624939294,3,1,3,2,4,0,4,1,0,2,0,3,1
STUD0457,1.4314617432994408,2,2,5,0,-0.9633490725228332,1,1,1,1,1,1,0,1,0,1,1,5,0
STUD0458,-0.39956711814424045,2,2,3,1,0.3103325200240474,1,0,4,1,2,1,1,1,1,1,1,1,0
STUD0459,-1.6812873211548174,1,1,5,1,0.9471733162974876,2,1,0,0,1,0,1,2,0,2,1,3,0
STUD0460,0.8821530848663365,1,1,0,1,-1.2817694706595533,0,0,3,2,3,0,3,0,0,2,1,2,1
STUD0461,1.4314617432994408,1,0,6,0,0.3103325200240474,1,0,2,0,4,0,4,1,1,0,0,5,0
STUD0462,1.0652559710107046,3,1,5,1,0.3103325200240474,0,0,3,1,4,0,3,2,1,1,0,5,1
STUD0463,0.8821530848663365,1,1,0,1,1.2655937144342078,2,0,3,1,2,1,2,0,1,0,1,0,0
